ticker,daily_return,weekly_return,one_month_return,six_months_return,one_year_return,additional_win_rate,prev_1d_change,prev_3d_change,prev_5d_change,daily_win_rate,weekly_win_rate,monthly_win_rate,six_months_win_rate,one_year_win_rate
AAPL,0.12115796433415098,0.11715983984048163,0.5115701923081722,0.1973425539301241,0.09246787065162042,65,0.17918662059344115,3.1858328279925408,2.684981128691355,52.58545135845749,52.58403361344538,52.85932311915254,55.55555555555556,54.36507936507936
MSFT,0.1097870915154471,0.10359268327254256,0.08394852965622979,0.12325797277536774,0.11290099383774199,15,-0.9780602971585006,-1.1392177379139556,-2.180445520505858,52.41016652059597,52.16386554621849,52.47977651638979,53.17460317460318,55.158730158730165
GOOGL,0.10825066789577999,0.11265225676716667,0.2072649386359526,0.21763222287792347,0.16694248353149535,15,-1.3992390647253106,-0.8891572399362002,-2.677530782617299,54.4259421560035,54.34873949579832,54.46804578820389,62.698412698412696,58.730158730158735
AMZN,0.08850970873725193,0.08800614394508097,0.2612528969061617,0.18796182835312522,0.15795682414185339,15,0.15566783408966778,-1.0407581376751796,-3.170458604161408,51.88431200701139,51.82773109243698,51.91320738065069,52.38095238095239,51.98412698412699
TSLA,0.2805807075528931,0.30714479243316584,1.9136402519763458,0.18891148738441815,0.016983320429521408,50,1.5516142251486675,6.443180872899212,-2.1995156135466765,53.19894829097284,53.50840336134454,53.547633006339055,52.38095238095239,49.2063492063492
JPM,0.057976350530474834,0.06164039725895569,0.4947157165080008,0.19348117367525627,0.1470106794206677,80,1.6995915322838728,2.974209814273787,2.884934784717541,51.09553023663453,51.134453781512605,51.325112998089914,58.730158730158735,57.14285714285714
JNJ,0.010946209602580985,0.011487055556684429,0.18730880490039847,-0.05324939473973139,-0.017459417675048695,15,1.1860017076674279,0.8750818873073607,2.692955710911682,50.13146362839615,50.063025210084035,50.162487606007474,50.79365079365079,53.96825396825397
V,0.04624688158921388,0.05348878517735509,-0.020482334954198267,0.01907652316298028,0.04421034025670107,15,0.2980025168901168,2.5518996452265963,1.435351689101494,53.023663453111304,53.214285714285715,53.073557051089814,58.730158730158735,57.936507936507944
PG,0.03553116153331843,0.03505630763936734,0.007858762521235074,0.08512359215553017,0.04608079736188338,0,1.4400261822942184,0.8517601300564337,0.77869929833152,53.46187554776512,53.29831932773109,53.28725514829114,55.55555555555556,54.36507936507936
UNH,0.07307922224885045,0.07951961476537672,0.5177097356499466,0.05370557037191603,0.062327865102878646,60,6.500184395170816,8.825047794899788,11.534008952302766,52.93602103418055,52.878151260504204,53.02218265750614,53.96825396825397,52.77777777777778
NVDA,0.3248891873393938,0.3149235733662067,-0.16120431738685326,0.7197410003258241,0.44666452909899285,15,-1.619434593209057,-0.8163272394593246,-3.820980427682774,54.688869412795796,54.22268907563025,54.759829865717116,57.936507936507944,57.14285714285714
DIS,-0.011778194772205194,-0.005790479053166512,-0.07133476545930162,0.08442365848303393,0.055899878220168495,15,1.65169653014956,1.9358206792135624,1.463161385155276,47.94040315512708,47.96218487394958,47.788999988292694,50.79365079365079,49.60317460317461
HD,0.06325201477320555,0.0647826744866533,0.3242207054628471,0.037823640021901056,0.06855158404467279,75,2.9738335982316455,4.333075045085422,9.501913176679032,53.28659070990359,53.15126050420168,53.395408211509725,50.0,51.98412698412699
MA,0.05358708367850972,0.05996701040419189,-0.007469001891979854,0.030550672522163532,0.04309331487328283,0,-0.10585613078899492,1.629161159617576,-0.26310173051888874,52.14723926380368,52.16386554621849,52.23574747144541,54.761904761904766,57.14285714285714
PYPL,-0.008995248716816328,0.00012775272368994306,0.10326138619420222,0.033966598025349695,-0.036030533848791575,15,2.2159750711715054,3.033838379567011,4.76271419201868,51.270815074496056,51.3235294117647,51.29997199250372,53.96825396825397,53.96825396825397
VZ,-0.02467419459744011,-0.020195815263387977,0.2244249013027827,0.06528132611456085,0.08948363900979106,30,1.6180432277481671,0.36319982723946875,0.36319982723946875,48.90446976336547,49.054621848739494,49.00374543977623,50.0,52.38095238095239
ADBE,0.07703913361345086,0.07742741810528181,0.3863550040460534,-0.010712954888711688,0.06095636551981668,30,0.14671050935131102,1.597828859012651,0.09186220948940171,52.3225241016652,52.28991596638655,52.39391507874968,46.82539682539682,49.2063492063492
NFLX,0.10576565879166762,0.10289128002477711,-0.08957661375284476,0.24792626321093392,0.18046366318212143,15,-0.019804231913322923,0.546918012136155,-4.29025335099692,50.74496056091148,50.54621848739496,50.49944660429371,50.79365079365079,50.79365079365079
